
2012.09.26 21:42

EURCAD, SELL, Diff: 0.00011230, iStochastic Main: 42.89185905, iStochastic Signal: 62.90953158

USDCHF, val2: 0.00000, val3: 0.00000, val4: 0.00000, val5: 0.00000, Bid: 0.94051, Ask: 0.94076, Spread: 25.00000000
GBPAUD, val2: 1.56076, val3: 1.56032, val4: 1.56104, val5: 1.56049, Bid: 1.56008, Ask: 1.56049, Spread: 41.00000000
NZDCHF, val2: 0.77166, val3: 0.77243, val4: 0.77127, val5: 0.77205, Bid: 0.77365, Ask: 0.77403, Spread: 38.00000000
NZDCAD, val2: 0.80677, val3: 0.80797, val4: 0.80618, val5: 0.80735, Bid: 0.81147, Ask: 0.81201, Spread: 54.00000000

2012.09.26 22:55


USDCHF, val2: 0.93984, val3: 0.93994, val4: 0.93975, val5: 0.93992, Bid: 0.93915, Ask: 0.93939, Spread: 24.00000000
GBPUSD, val2: 1.61664, val3: 1.61616, val4: 1.61693, val5: 1.61635, Bid: 1.61607, Ask: 1.61631, Spread: 24.00000000
EURUSD, val2: 1.28626, val3: 1.28606, val4: 1.28641, val5: 1.28612, Bid: 1.28697, Ask: 1.28715, Spread: 18.00000000
USDJPY, val2: 77.748, val3: 77.752, val4: 77.744, val5: 77.753, Bid: 77.713, Ask: 77.733, Spread: 20.00000000
USDCAD, val2: 0.98265, val3: 0.98327, val4: 0.98233, val5: 0.98296, Bid: 0.98539, Ask: 0.98564, Spread: 25.00000000
AUDUSD, val2: 1.03571, val3: 1.03568, val4: 1.03573, val5: 1.03570, Bid: 1.03589, Ask: 1.03612, Spread: 23.00000000
EURAUD, val2: 1.24177, val3: 1.24161, val4: 1.24189, val5: 1.24165, Bid: 1.24214, Ask: 1.24252, Spread: 38.00000000
EURJPY, val2: 100.005, val3: 99.995, val4: 100.010, val5: 100.000, Bid: 100.021, Ask: 100.048, Spread: 27.00000000
GBPCHF, val2: 1.51944, val3: 1.51916, val4: 1.51957, val5: 1.51931, Bid: 1.51785, Ask: 1.51824, Spread: 39.00000000
CADJPY, val2: 79.109, val3: 79.065, val4: 79.129, val5: 79.089, Bid: 78.850, Ask: 78.878, Spread: 28.00000000
GBPJPY, val2: 125.691, val3: 125.660, val4: 125.706, val5: 125.677, Bid: 125.596, Ask: 125.632, Spread: 36.00000000
AUDCAD, val2: 1.01777, val3: 1.01836, val4: 1.01747, val5: 1.01807, Bid: 1.02082, Ask: 1.02118, Spread: 36.00000000
AUDCHF, val2: 0.97343, val3: 0.97352, val4: 0.97336, val5: 0.97350, Bid: 0.97294, Ask: 0.97327, Spread: 33.00000000
AUDJPY, val2: 80.524, val3: 80.526, val4: 80.520, val5: 80.528, Bid: 80.507, Ask: 80.537, Spread: 30.00000000
CHFJPY, val2: 82.713, val3: 82.709, val4: 82.715, val5: 82.711, Bid: 82.732, Ask: 82.762, Spread: 30.00000000
EURNZD, val2: 1.56634, val3: 1.56473, val4: 1.56715, val5: 1.56553, Bid: 1.56211, Ask: 1.56267, Spread: 56.00000000
EURCAD, val2: 1.26396, val3: 1.26455, val4: 1.26370, val5: 1.26422, Bid: 1.26827, Ask: 1.26863, Spread: 36.00000000
NZDJPY, val2: 63.833, val3: 63.893, val4: 63.803, val5: 63.864, Bid: 64.008, Ask: 64.043, Spread: 35.00000000
NZDUSD, val2: 0.82104, val3: 0.82177, val4: 0.82070, val5: 0.82138, Bid: 0.82364, Ask: 0.82397, Spread: 33.00000000
GBPCAD, val2: 1.58862, val3: 1.58911, val4: 1.58841, val5: 1.58882, Bid: 1.59255, Ask: 1.59302, Spread: 47.00000000
GBPNZD, val2: 1.96860, val3: 1.96629, val4: 1.96974, val5: 1.96745, Bid: 1.96136, Ask: 1.96227, Spread: 91.00000000
GBPAUD, val2: 1.56076, val3: 1.56032, val4: 1.56104, val5: 1.56049, Bid: 1.55975, Ask: 1.56025, Spread: 50.00000000
NZDCHF, val2: 0.77166, val3: 0.77243, val4: 0.77127, val5: 0.77205, Bid: 0.77361, Ask: 0.77403, Spread: 42.00000000
NZDCAD, val2: 0.80677, val3: 0.80797, val4: 0.80618, val5: 0.80735, Bid: 0.81161, Ask: 0.81214, Spread: 53.00000000

2012.09.26 23:25

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93962, Ask: 0.93987, Spread: 25.00000000, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61649, Ask: 1.61671, Spread: 22.00000000, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28668, Ask: 1.28688, Spread: 20.00000000, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.734, Ask: 77.753, Spread: 19.00000000, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98521, Ask: 0.98546, Spread: 25.00000000, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03662, Ask: 1.03681, Spread: 19.00000000, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24104, Ask: 1.24138, Spread: 34.00000000, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.027, Ask: 100.054, Spread: 27.00000000, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51897, Ask: 1.51941, Spread: 44.00000000, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.884, Ask: 78.912, Spread: 28.00000000, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.663, Ask: 125.698, Spread: 35.00000000, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02132, Ask: 1.02172, Spread: 40.00000000, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97408, Ask: 0.97445, Spread: 37.00000000, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.582, Ask: 80.616, Spread: 34.00000000, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.715, Ask: 82.744, Spread: 29.00000000, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56050, Ask: 1.56108, Spread: 58.00000000, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26778, Ask: 1.26811, Spread: 33.00000000, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.077, Ask: 64.112, Spread: 35.00000000, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82431, Ask: 0.82464, Spread: 33.00000000, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59265, Ask: 1.59314, Spread: 49.00000000, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96016, Ask: 1.96130, Spread: 114.00000000, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55909, Ask: 1.55957, Spread: 48.00000000, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77457, Ask: 0.77503, Spread: 46.00000000, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81264, Spread: 48.00000000, Current Buy

2012.09.26 23:30

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93964, Ask: 0.93989, Spread: 25.00000000, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61648, Ask: 1.61670, Spread: 22.00000000, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28682, Ask: 1.28701, Spread: 19.00000000, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.725, Ask: 77.745, Spread: 20.00000000, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98517, Ask: 0.98540, Spread: 23.00000000, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03657, Ask: 1.03678, Spread: 21.00000000, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24121, Ask: 1.24162, Spread: 41.00000000, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.027, Ask: 100.052, Spread: 25.00000000, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51898, Ask: 1.51943, Spread: 45.00000000, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.882, Ask: 78.907, Spread: 25.00000000, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.647, Ask: 125.685, Spread: 38.00000000, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02119, Ask: 1.02163, Spread: 44.00000000, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97401, Ask: 0.97443, Spread: 42.00000000, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.566, Ask: 80.603, Spread: 37.00000000, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.700, Ask: 82.736, Spread: 36.00000000, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56120, Ask: 1.56178, Spread: 58.00000000, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26783, Ask: 1.26815, Spread: 32.00000000, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.048, Ask: 64.080, Spread: 32.00000000, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82402, Ask: 0.82435, Spread: 33.00000000, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59262, Ask: 1.59307, Spread: 45.00000000, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96090, Ask: 1.96206, Spread: 116.00000000, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55921, Ask: 1.55966, Spread: 45.00000000, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77427, Ask: 0.77478, Spread: 51.00000000, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81175, Ask: 0.81229, Spread: 54.00000000, Current Buy

2012.09.26 23:35

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93960, Ask: 0.93984, Spread: 24.00000000, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61639, Ask: 1.61662, Spread: 23.00000000, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28676, Ask: 1.28691, Spread: 15.00000000, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.727, Ask: 77.747, Spread: 20.00000000, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98512, Ask: 0.98540, Spread: 28.00000000, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03664, Ask: 1.03688, Spread: 24.00000000, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24108, Ask: 1.24137, Spread: 29.00000000, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.022, Ask: 100.049, Spread: 27.00000000, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51881, Ask: 1.51921, Spread: 40.00000000, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.883, Ask: 78.914, Spread: 31.00000000, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.646, Ask: 125.680, Spread: 34.00000000, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02128, Ask: 1.02171, Spread: 43.00000000, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97403, Ask: 0.97445, Spread: 42.00000000, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.577, Ask: 80.610, Spread: 33.00000000, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.711, Ask: 82.743, Spread: 32.00000000, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56111, Ask: 1.56169, Spread: 58.00000000, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26774, Ask: 1.26811, Spread: 37.00000000, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.051, Ask: 64.085, Spread: 34.00000000, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82403, Ask: 0.82436, Spread: 33.00000000, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59246, Ask: 1.59298, Spread: 52.00000000, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96087, Ask: 1.96203, Spread: 116.00000000, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55900, Ask: 1.55937, Spread: 37.00000000, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77418, Ask: 0.77477, Spread: 59.00000000, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81170, Ask: 0.81236, Spread: 66.00000000, Current Buy

2012.09.26 23:37
, Diff: -0.00002905, iStochastic Main: 46.69151911, iStochastic Signal: 55.73669934, Diff: 0.00034516, iStochastic Main: 26.88990360, iStochastic Signal: 23.46446885, Diff: 0.00009746, iStochastic Main: 42.78230501, iStochastic Signal: 37.11109786, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
USDJPY, SELL, Diff: -0.00059896, iStochastic Main: 86.52882206, iStochastic Signal: 82.47484154, Diff: 0.00002753, iStochastic Main: 58.26271186, iStochastic Signal: 60.14595104, Diff: 0.00006497, iStochastic Main: 40.98360656, iStochastic Signal: 32.59338587, Diff: 0.01025544, iStochastic Main: 51.98054204, iStochastic Signal: 48.02252592, Diff: 0.00027586, iStochastic Main: 26.22761410, iStochastic Signal: 26.79631852, Diff: 0.04872899, iStochastic Main: 8.95036615, iStochastic Signal: 13.93323495, Diff: 0.03073482, iStochastic Main: 40.23598820, iStochastic Signal: 41.63909956, Diff: -0.00057455, iStochastic Main: 89.47704082, iStochastic Signal: 89.98915491, Diff: -0.00000973, iStochastic Main: 55.69487983, iStochastic Signal: 65.64794270, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838
AUDJPY, SELL, Diff: 0.00434369, iStochastic Main: 57.97373358, iStochastic Signal: 52.90966217, Diff: 0.00140356, iStochastic Main: 14.04290889, iStochastic Signal: 8.01601842, Diff: -0.00066220, iStochastic Main: 89.06168999, iStochastic Signal: 88.85963719, Diff: -0.05048367, iStochastic Main: 82.98245614, iStochastic Signal: 88.62029514, Diff: -0.00066829, iStochastic Main: 86.05042017, iStochastic Signal: 89.25349846, Diff: -0.00059467, iStochastic Main: 89.63247394, iStochastic Signal: 83.50573558, Diff: 0.00202332, iStochastic Main: 14.69093988, iStochastic Signal: 10.25135655, Diff: 0.00030269, iStochastic Main: 44.12955466, iStochastic Signal: 37.88443091, Diff: -0.00066132, iStochastic Main: 79.57707290, iStochastic Signal: 87.63092335, Diff: -0.00114260, iStochastic Main: 94.82088908, iStochastic Signal: 96.45623618

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93955, Ask: 0.93978, Spread: 23.00000000, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61637, Ask: 1.61663, Spread: 26.00000000, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28672, Ask: 1.28692, Spread: 20.00000000, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.728, Ask: 77.748, Spread: 20.00000000, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98527, Ask: 0.98551, Spread: 24.00000000, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03667, Ask: 1.03692, Spread: 25.00000000, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24099, Ask: 1.24137, Spread: 38.00000000, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.024, Ask: 100.048, Spread: 24.00000000, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51878, Ask: 1.51914, Spread: 36.00000000, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.873, Ask: 78.904, Spread: 31.00000000, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.645, Ask: 125.683, Spread: 38.00000000, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02152, Ask: 1.02192, Spread: 40.00000000, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97401, Ask: 0.97445, Spread: 44.00000000, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.579, Ask: 80.616, Spread: 37.00000000, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.712, Ask: 82.746, Spread: 34.00000000, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56093, Ask: 1.56151, Spread: 58.00000000, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26789, Ask: 1.26825, Spread: 36.00000000, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.058, Ask: 64.088, Spread: 30.00000000, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82412, Ask: 0.82442, Spread: 30.00000000, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59269, Ask: 1.59315, Spread: 46.00000000, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96063, Ask: 1.96179, Spread: 116.00000000, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55887, Ask: 1.55930, Spread: 43.00000000, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77424, Ask: 0.77475, Spread: 51.00000000, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81204, Ask: 0.81258, Spread: 54.00000000, Current Buy

2012.09.26 23:39

USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93949, Ask: 0.93971, Spread: 22.00000000, Current Buy, Diff: -0.00002905, iStochastic Main: 46.69151911, iStochastic Signal: 55.73669934
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61642, Ask: 1.61668, Spread: 26.00000000, Current Sell, Diff: 0.00034516, iStochastic Main: 26.88990360, iStochastic Signal: 23.46446885
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28678, Ask: 1.28694, Spread: 16.00000000, Current Sell, Diff: 0.00009746, iStochastic Main: 42.78230501, iStochastic Signal: 37.11109786
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.728, Ask: 77.748, Spread: 20.00000000, Current Sell, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98529, Ask: 0.98555, Spread: 26.00000000, Current Buy, Diff: -0.00059896, iStochastic Main: 86.52882206, iStochastic Signal: 82.47484154
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03657, Ask: 1.03676, Spread: 19.00000000, Current Sell, Diff: 0.00002753, iStochastic Main: 58.26271186, iStochastic Signal: 60.14595104
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24116, Ask: 1.24157, Spread: 41.00000000, Current Sell, Diff: 0.00006497, iStochastic Main: 40.98360656, iStochastic Signal: 32.59338587
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.026, Ask: 100.052, Spread: 26.00000000, Current Sell, Diff: 0.01025544, iStochastic Main: 51.98054204, iStochastic Signal: 48.02252592
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51872, Ask: 1.51911, Spread: 39.00000000, Current Sell, Diff: 0.00027586, iStochastic Main: 26.22761410, iStochastic Signal: 26.79631852
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.873, Ask: 78.902, Spread: 29.00000000, Current Sell, Diff: 0.04872899, iStochastic Main: 8.95036615, iStochastic Signal: 13.93323495
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.648, Ask: 125.686, Spread: 38.00000000, Current Sell, Diff: 0.03073482, iStochastic Main: 40.23598820, iStochastic Signal: 41.63909956
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02139, Ask: 1.02182, Spread: 43.00000000, Current Buy, Diff: -0.00057455, iStochastic Main: 89.47704082, iStochastic Signal: 89.98915491
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97386, Ask: 0.97429, Spread: 43.00000000, Current Buy, Diff: -0.00000973, iStochastic Main: 55.69487983, iStochastic Signal: 65.64794270
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.572, Ask: 80.608, Spread: 36.00000000, Current Sell, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.718, Ask: 82.751, Spread: 33.00000000, Current Sell, Diff: 0.00434369, iStochastic Main: 57.97373358, iStochastic Signal: 52.90966217
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56105, Ask: 1.56163, Spread: 58.00000000, Current Sell, Diff: 0.00140356, iStochastic Main: 14.04290889, iStochastic Signal: 8.01601842
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26795, Ask: 1.26831, Spread: 36.00000000, Current Buy, Diff: -0.00066220, iStochastic Main: 89.06168999, iStochastic Signal: 88.85963719
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.055, Ask: 64.090, Spread: 35.00000000, Current Buy, Diff: -0.05048367, iStochastic Main: 82.98245614, iStochastic Signal: 88.62029514
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82407, Ask: 0.82440, Spread: 33.00000000, Current Buy, Diff: -0.00066829, iStochastic Main: 86.05042017, iStochastic Signal: 89.25349846
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59273, Ask: 1.59319, Spread: 46.00000000, Current Buy, Diff: -0.00059467, iStochastic Main: 89.63247394, iStochastic Signal: 83.50573558
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96065, Ask: 1.96193, Spread: 128.00000000, Current Sell, Diff: 0.00202332, iStochastic Main: 14.69093988, iStochastic Signal: 10.25135655
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55910, Ask: 1.55960, Spread: 50.00000000, Current Sell, Diff: 0.00030269, iStochastic Main: 44.12955466, iStochastic Signal: 37.88443091
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77410, Ask: 0.77471, Spread: 61.00000000, Current Buy, Diff: -0.00066132, iStochastic Main: 79.57707290, iStochastic Signal: 87.63092335
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81182, Ask: 0.81258, Spread: 76.00000000, Current Buy, Diff: -0.00114260, iStochastic Main: 94.82088908, iStochastic Signal: 96.45623618

2012.09.26 23:40

